Requirement ID,Framework,CSF Function,CSF Function Description,Category Name,Category Description,Subcategory ID,Subcategory Description,Implementation Example,Implementation Description (Control),Control Owner,Stakeholders,Artifacts,Findings,Control Evaluation Back Link
ID.AM-05 Ex3,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Asset Management (ID.AM),"Assets (e.g.
data
hardware
software
systems
facilities
services
people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-05,"Assets are prioritized based on classification
criticality
resources
and impact on the mission",Ex3: Track the asset priorities and update them periodically or when significant changes to the organization occur,,CPA to Cybersecurity,Steve McMichael,,,
ID.AM-07 Ex1,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Asset Management (ID.AM),"Assets (e.g.
data
hardware
software
systems
facilities
services
people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-07,Inventories of data and corresponding metadata for designated data types are maintained,"Ex1: Maintain a list of the designated data types of interest (e.g., personally identifiable information, protected health information, financial account numbers, organization intellectual property, operational technology data)",,CPA to Cybersecurity,Steve McMichael,,,
ID.AM-07 Ex2,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Asset Management (ID.AM),"Assets (e.g.
data
hardware
software
systems
facilities
services
people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-07,Inventories of data and corresponding metadata for designated data types are maintained,Ex2: Continuously discover and analyze ad hoc data to identify new instances of designated data types,,CPA to Cybersecurity,Steve McMichael,,,
ID.AM-07 Ex3,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Asset Management (ID.AM),"Assets (e.g.
data
hardware
software
systems
facilities
services
people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-07,Inventories of data and corresponding metadata for designated data types are maintained,Ex3: Assign data classifications to designated data types through tags or labels,"Data classification uses a tiered schema with biometric data classified as highest sensitivity per SG1. Classification tags are applied through: (1) data classification policy defining categories, (2) tagging implementation in production systems, (3) data scanning tool deployment (selected, scheduling underway). Metadata inventories track designated data types.",CPA to Cybersecurity,Steve McMichael,,,WP-25
ID.AM-07 Ex4,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Asset Management (ID.AM),"Assets (e.g.
data
hardware
software
systems
facilities
services
people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-07,Inventories of data and corresponding metadata for designated data types are maintained,"Ex4: Track the provenance, data owner, and geolocation of each instance of designated data types",,CPA to Cybersecurity,Steve McMichael,,,
ID.AM-08 Ex1,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Asset Management (ID.AM),"Assets (e.g.
data
hardware
software
systems
facilities
services
people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"services
Systems
hardware
software
and data are managed throughout their life cycles","Ex1: Integrate cybersecurity considerations throughout the life cycles of systems, hardware, software, and services",,CPA to Cybersecurity,Steve McMichael,,,
ID.AM-08 Ex2,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Asset Management (ID.AM),"Assets (e.g.
data
hardware
software
systems
facilities
services
people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"services
Systems
hardware
software
and data are managed throughout their life cycles",Ex2: Integrate cybersecurity considerations into product life cycles,,CPA to Cybersecurity,Steve McMichael,,,
ID.AM-08 Ex3,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Asset Management (ID.AM),"Assets (e.g.
data
hardware
software
systems
facilities
services
people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"services
Systems
hardware
software
and data are managed throughout their life cycles","Ex3: Identify unofficial uses of technology to meet mission objectives (i.e., shadow IT)",,CPA to Cybersecurity,Steve McMichael,,,
ID.AM-08 Ex4,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Asset Management (ID.AM),"Assets (e.g.
data
hardware
software
systems
facilities
services
people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"services
Systems
hardware
software
and data are managed throughout their life cycles","Ex4: Periodically identify redundant systems, hardware, software, and services that unnecessarily increase the organization's attack surface",,CPA to Cybersecurity,Steve McMichael,,,
ID.AM-08 Ex5,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Asset Management (ID.AM),"Assets (e.g.
data
hardware
software
systems
facilities
services
people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"services
Systems
hardware
software
and data are managed throughout their life cycles","Ex5: Properly configure and secure systems, hardware, software, and services prior to their deployment in production",,CPA to Cybersecurity,Steve McMichael,,,
ID.AM-08 Ex6,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Asset Management (ID.AM),"Assets (e.g.
data
hardware
software
systems
facilities
services
people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"services
Systems
hardware
software
and data are managed throughout their life cycles","Ex6: Update inventories when systems, hardware, software, and services are moved or transferred within the organization",,CPA to Cybersecurity,Steve McMichael,,,
ID.AM-08 Ex7,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Asset Management (ID.AM),"Assets (e.g.
data
hardware
software
systems
facilities
services
people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"services
Systems
hardware
software
and data are managed throughout their life cycles","Ex7: Securely destroy stored data based on the organization's data retention policy using the prescribed destruction method, and keep and manage a record of the destructions",,CPA to Cybersecurity,Steve McMichael,,,
ID.AM-08 Ex8,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Asset Management (ID.AM),"Assets (e.g.
data
hardware
software
systems
facilities
services
people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"services
Systems
hardware
software
and data are managed throughout their life cycles","Ex8: Securely sanitize data storage when hardware is being retired, decommissioned, reassigned, or sent for repairs or replacement",,CPA to Cybersecurity,Steve McMichael,,,
ID.AM-08 Ex9,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Asset Management (ID.AM),"Assets (e.g.
data
hardware
software
systems
facilities
services
people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy",ID.AM-08,"services
Systems
hardware
software
and data are managed throughout their life cycles","Ex9: Offer methods for destroying paper, storage media, and other physical forms of data storage",,CPA to Cybersecurity,Steve McMichael,,,
ID.IM-01 Ex1,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes
procedures and activities are identified across all CSF Functions",ID.IM-01,Improvements are identified from evaluations,Ex1: Perform self-assessments of critical services that take current threats and TTPs into consideration,"Improvement identification uses: (1) quarterly self-assessments of critical services, (2) threat-informed risk assessments for crown jewel systems, (3) KPI-driven analysis identifying gaps. TTD/TTR metric trends inform security investment decisions. Risk assessment methodology incorporates current threat intelligence and TTPs.",CPA to Cybersecurity,Steve McMichael,,,WP-26
ID.IM-01 Ex2,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes
procedures and activities are identified across all CSF Functions",ID.IM-01,Improvements are identified from evaluations,Ex2: Invest in third-party assessments or independent audits of the effectiveness of the organization's cybersecurity program to identify areas that need improvement,,CPA to Cybersecurity,Steve McMichael,,,
ID.IM-01 Ex3,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes
procedures and activities are identified across all CSF Functions",ID.IM-01,Improvements are identified from evaluations,Ex3: Constantly evaluate compliance with selected cybersecurity requirements through automated means,,CPA to Cybersecurity,Steve McMichael,,,
ID.IM-02 Ex1,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes
procedures and activities are identified across all CSF Functions",ID.IM-02,"Improvements are identified from security tests and exercises
including those done in coordination with suppliers and relevant third parties","Ex1: Identify improvements for future incident response activities based on findings from incident response assessments (e.g., tabletop exercises and simulations, tests, internal reviews, independent audits)",,CPA to Cybersecurity,Steve McMichael,,,
ID.IM-02 Ex2,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes
procedures and activities are identified across all CSF Functions",ID.IM-02,"Improvements are identified from security tests and exercises
including those done in coordination with suppliers and relevant third parties","Ex2: Identify improvements for future business continuity, disaster recovery, and incident response activities based on exercises performed in coordination with critical service providers and product suppliers",,CPA to Cybersecurity,Steve McMichael,,,
ID.IM-02 Ex3,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes
procedures and activities are identified across all CSF Functions",ID.IM-02,"Improvements are identified from security tests and exercises
including those done in coordination with suppliers and relevant third parties","Ex3: Involve internal stakeholders (e.g., senior executives, legal department, HR) in security tests and exercises as appropriate",,CPA to Cybersecurity,Steve McMichael,,,
ID.IM-02 Ex4,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes
procedures and activities are identified across all CSF Functions",ID.IM-02,"Improvements are identified from security tests and exercises
including those done in coordination with suppliers and relevant third parties",Ex4: Perform penetration testing to identify opportunities to improve the security posture of selected high-risk systems as approved by leadership,,CPA to Cybersecurity,Steve McMichael,,,
ID.IM-02 Ex5,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes
procedures and activities are identified across all CSF Functions",ID.IM-02,"Improvements are identified from security tests and exercises
including those done in coordination with suppliers and relevant third parties",Ex5: Exercise contingency plans for responding to and recovering from the discovery that products or services did not originate with the contracted supplier or partner or were altered before receipt,,CPA to Cybersecurity,Steve McMichael,,,
ID.IM-02 Ex6,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes
procedures and activities are identified across all CSF Functions",ID.IM-02,"Improvements are identified from security tests and exercises
including those done in coordination with suppliers and relevant third parties",Ex6: Collect and analyze performance metrics using security tools and services to inform improvements to the cybersecurity program,,CPA to Cybersecurity,Steve McMichael,,,
ID.IM-03 Ex1,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes
procedures and activities are identified across all CSF Functions",ID.IM-03,"Improvements are identified from execution of operational processes
procedures
and activities",Ex1: Conduct collaborative lessons learned sessions with suppliers,,CPA to Cybersecurity,Steve McMichael,,,
ID.IM-03 Ex2,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes
procedures and activities are identified across all CSF Functions",ID.IM-03,"Improvements are identified from execution of operational processes
procedures
and activities","Ex2: Annually review cybersecurity policies, processes, and procedures to take lessons learned into account",,CPA to Cybersecurity,Steve McMichael,,,
ID.IM-03 Ex3,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes
procedures and activities are identified across all CSF Functions",ID.IM-03,"Improvements are identified from execution of operational processes
procedures
and activities",Ex3: Use metrics to assess operational cybersecurity performance over time,,CPA to Cybersecurity,Steve McMichael,,,
ID.IM-04 Ex1,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes
procedures and activities are identified across all CSF Functions",ID.IM-04,"communicated
Incident response plans and other cybersecurity plans that affect operations are established
maintained
and improved","Ex1: Establish contingency plans (e.g., incident response, business continuity, disaster recovery) for responding to and recovering from adverse events that can interfere with operations, expose confidential information, or otherwise endanger the organization's mission and viability",,CPA to Cybersecurity,Steve McMichael,,,
ID.IM-04 Ex2,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes
procedures and activities are identified across all CSF Functions",ID.IM-04,"communicated
Incident response plans and other cybersecurity plans that affect operations are established
maintained
and improved","Ex2: Include contact and communication information, processes for handling common scenarios, and criteria for prioritization, escalation, and elevation in all contingency plans",,CPA to Cybersecurity,Steve McMichael,,,
ID.IM-04 Ex3,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes
procedures and activities are identified across all CSF Functions",ID.IM-04,"communicated
Incident response plans and other cybersecurity plans that affect operations are established
maintained
and improved","Ex3: Create a vulnerability management plan to identify and assess all types of vulnerabilities and to prioritize, test, and implement risk responses",,CPA to Cybersecurity,Steve McMichael,,,
ID.IM-04 Ex4,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes
procedures and activities are identified across all CSF Functions",ID.IM-04,"communicated
Incident response plans and other cybersecurity plans that affect operations are established
maintained
and improved",Ex4: Communicate cybersecurity plans (including updates) to those responsible for carrying them out and to affected parties,,CPA to Cybersecurity,Steve McMichael,,,
ID.IM-04 Ex5,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes
procedures and activities are identified across all CSF Functions",ID.IM-04,"communicated
Incident response plans and other cybersecurity plans that affect operations are established
maintained
and improved",Ex5: Review and update all cybersecurity plans annually or when a need for significant improvements is identified,,CPA to Cybersecurity,Steve McMichael,,,
ID.RA-01 Ex1,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-01,"Vulnerabilities in assets are identified
validated
and recorded",Ex1: Use vulnerability management technologies to identify unpatched and misconfigured software,"Vulnerability management is led by Chris Magann and Tigan Wang using automated scanning tools. Scan configurations cover crown jewel systems with higher frequency. Vulnerability reports are reviewed weekly with TTR-C currently at 11 days. Findings are prioritized based on CVSS score and asset criticality, tracked through remediation to closure.",CPA to Cybersecurity,Steve McMichael,,,WP-27
ID.RA-01 Ex2,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-01,"Vulnerabilities in assets are identified
validated
and recorded",Ex2: Assess network and system architectures for design and implementation weaknesses that affect cybersecurity,,CPA to Cybersecurity,Steve McMichael,,,
ID.RA-01 Ex3,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-01,"Vulnerabilities in assets are identified
validated
and recorded","Ex3: Review, analyze, or test organization-developed software to identify design, coding, and default configuration vulnerabilities",,CPA to Cybersecurity,Steve McMichael,,,
ID.RA-01 Ex4,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-01,"Vulnerabilities in assets are identified
validated
and recorded",Ex4: Assess facilities that house critical computing assets for physical vulnerabilities and resilience issues,,CPA to Cybersecurity,Steve McMichael,,,
ID.RA-01 Ex5,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-01,"Vulnerabilities in assets are identified
validated
and recorded",Ex5: Monitor sources of cyber threat intelligence for information on new vulnerabilities in products and services,,CPA to Cybersecurity,Steve McMichael,,,
ID.RA-01 Ex6,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-01,"Vulnerabilities in assets are identified
validated
and recorded",Ex6: Review processes and procedures for weaknesses that could be exploited to affect cybersecurity,,CPA to Cybersecurity,Steve McMichael,,,
ID.RA-02 Ex1,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-02,Cyber threat intelligence is received from information sharing forums and sources,Ex1: Configure cybersecurity tools and technologies with detection or response capabilities to securely ingest cyber threat intelligence feeds,,CPA to Cybersecurity,Steve McMichael,,,
ID.RA-02 Ex2,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-02,Cyber threat intelligence is received from information sharing forums and sources,"Ex2: Receive and review advisories from reputable third parties on current threat actors and their tactics, techniques, and procedures (TTPs)",,CPA to Cybersecurity,Steve McMichael,,,
ID.RA-02 Ex3,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-02,Cyber threat intelligence is received from information sharing forums and sources,Ex3: Monitor sources of cyber threat intelligence for information on the types of vulnerabilities that emerging technologies may have,,CPA to Cybersecurity,Steve McMichael,,,
ID.RA-03 Ex1,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-03,Internal and external threats to the organization are identified and recorded,Ex1: Use cyber threat intelligence to maintain awareness of the types of threat actors likely to target the organization and the TTPs they are likely to use,,CPA to Cybersecurity,Steve McMichael,,,
ID.RA-03 Ex2,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-03,Internal and external threats to the organization are identified and recorded,Ex2: Perform threat hunting to look for signs of threat actors within the environment,,CPA to Cybersecurity,Steve McMichael,,,
ID.RA-03 Ex3,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-03,Internal and external threats to the organization are identified and recorded,Ex3: Implement processes for identifying internal threat actors,,CPA to Cybersecurity,Steve McMichael,,,
ID.RA-04 Ex1,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-04,Potential impacts and likelihoods of threats exploiting vulnerabilities are identified and recorded,Ex1: Business leaders and cybersecurity risk management practitioners work together to estimate the likelihood and impact of risk scenarios and record them in risk registers,,CPA to Cybersecurity,Steve McMichael,,,
ID.RA-04 Ex2,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-04,Potential impacts and likelihoods of threats exploiting vulnerabilities are identified and recorded,"Ex2: Enumerate the potential business impacts of unauthorized access to the organization's communications, systems, and data processed in or by those systems",,CPA to Cybersecurity,Steve McMichael,,,
ID.RA-04 Ex3,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-04,Potential impacts and likelihoods of threats exploiting vulnerabilities are identified and recorded,Ex3: Account for the potential impacts of cascading failures for systems of systems,,CPA to Cybersecurity,Steve McMichael,,,
ID.RA-05 Ex1,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-05,"Threats
vulnerabilities
likelihoods
and impacts are used to understand inherent risk and inform risk response prioritization",Ex1: Develop threat models to better understand risks to the data and identify appropriate risk responses,,CPA to Cybersecurity,Steve McMichael,,,
ID.RA-05 Ex2,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-05,"Threats
vulnerabilities
likelihoods
and impacts are used to understand inherent risk and inform risk response prioritization",Ex2: Prioritize cybersecurity resource allocations and investments based on estimated likelihoods and impacts,,CPA to Cybersecurity,Steve McMichael,,,
ID.RA-06 Ex1,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-06,"prioritized
Risk responses are chosen
planned
tracked
and communicated","Ex1: Apply the vulnerability management plan's criteria for deciding whether to accept, transfer, mitigate, or avoid risk",,CPA to Cybersecurity,Steve McMichael,,,
ID.RA-06 Ex2,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-06,"prioritized
Risk responses are chosen
planned
tracked
and communicated",Ex2: Apply the vulnerability management plan's criteria for selecting compensating controls to mitigate risk,,CPA to Cybersecurity,Steve McMichael,,,
ID.RA-06 Ex3,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-06,"prioritized
Risk responses are chosen
planned
tracked
and communicated","Ex3: Track the progress of risk response implementation (e.g., plan of action and milestones [POA&M], risk register, risk detail report)",,CPA to Cybersecurity,Steve McMichael,,,
ID.RA-06 Ex4,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-06,"prioritized
Risk responses are chosen
planned
tracked
and communicated",Ex4: Use risk assessment findings to inform risk response decisions and actions,,CPA to Cybersecurity,Steve McMichael,,,
ID.RA-06 Ex5,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-06,"prioritized
Risk responses are chosen
planned
tracked
and communicated",Ex5: Communicate planned risk responses to affected stakeholders in priority order,,CPA to Cybersecurity,Steve McMichael,,,
ID.RA-07 Ex1,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-07,"Changes and exceptions are managed
assessed for risk impact
recorded
and tracked","Ex1: Implement and follow procedures for the formal documentation, review, testing, and approval of proposed changes and requested exceptions","Change management is governed by policy requiring: (1) formal documentation of proposed changes in ServiceNow, (2) risk impact assessment for changes affecting crown jewel systems, (3) testing and approval workflows, (4) exception documentation with CISO approval. Sample audits track compliance (currently 85%). Crown jewel systems require additional security review.",CPA to Cybersecurity,Steve McMichael,,,WP-28
ID.RA-07 Ex2,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-07,"Changes and exceptions are managed
assessed for risk impact
recorded
and tracked","Ex2: Document the possible risks of making or not making each proposed change, and provide guidance on rolling back changes",,CPA to Cybersecurity,Steve McMichael,,,
ID.RA-07 Ex3,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-07,"Changes and exceptions are managed
assessed for risk impact
recorded
and tracked",Ex3: Document the risks related to each requested exception and the plan for responding to those risks,,CPA to Cybersecurity,Steve McMichael,,,
ID.RA-07 Ex4,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-07,"Changes and exceptions are managed
assessed for risk impact
recorded
and tracked",Ex4: Periodically review risks that were accepted based upon planned future actions or milestones,,CPA to Cybersecurity,Steve McMichael,,,
ID.RA-08 Ex1,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-08,"Processes for receiving
analyzing
and responding to vulnerability disclosures are established",Ex1: Conduct vulnerability information sharing between the organization and its suppliers following the rules and protocols defined in contracts,"Vulnerability disclosure processes include: (1) disclosure policy with defined response SLAs, (2) external disclosure intake via security@almasecurity.com, (3) supplier vulnerability sharing per contract requirements. Disclosures are analyzed, prioritized, and tracked through remediation. Sample disclosures demonstrate SLA compliance.",CPA to Cybersecurity,Steve McMichael,,,WP-29
ID.RA-08 Ex2,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-08,"Processes for receiving
analyzing
and responding to vulnerability disclosures are established","Ex2: Assign responsibilities and verify the execution of procedures for processing, analyzing the impact of, and responding to cybersecurity threat, vulnerability, or incident disclosures by suppliers, customers, partners, and government cybersecurity organizations",,CPA to Cybersecurity,Steve McMichael,,,
ID.RA-09 Ex1,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-09,The authenticity and integrity of hardware and software are assessed prior to acquisition and use,Ex1: Assess the authenticity and cybersecurity of critical technology products and services prior to acquisition and use,,CPA to Cybersecurity,Steve McMichael,,,
ID.RA-10 Ex1,NIST CSF 2.0,IDENTIFY (ID),The organization's current cybersecurity risks are understood,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-10,Critical suppliers are assessed prior to acquisition,"Ex1: Conduct supplier risk assessments against business and applicable cybersecurity requirements, including the supply chain",,CPA to Cybersecurity,Steve McMichael,,,
PR.AA-01 Ex1,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management
Authentication
and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-01,"services
Identities and credentials for authorized users
and hardware are managed by the organization","Ex1: Initiate requests for new access or additional access for employees, contractors, and others, and track, review, and fulfill the requests, with permission from system or data owners when needed",,CPA to Cybersecurity,Steve McMichael,,,
PR.AA-01 Ex2,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,"Identity Management
Authentication
and Access Control (PR.AA)","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access",PR.AA-01,"services
Identities and credentials for authorized users
and hardware are managed by the organization","Ex2: Issue, manage, and revoke cryptographic certificates and identity tokens, cryptographic keys (i.e., key management), and other credentials",,CPA to Cybersecurity,Steve McMichael,,,
